id_encuestado,carrera,semestre,jornada,trabaja,promedio_actual,q01_horas_estudio,q02_planificacion,q03_entrega_tareas,q04_trabajo_equipo,q05_asistencia,q06_uso_biblioteca,q07_uso_plataformas,q08_consulta_tutorias,q09_disponibilidad_laboratorios,q10_calidad_internet,q11_claridad_docente,q12_puntualidad_docente,q13_retroalimentacion,q14_evaluacion_justa,q15_dificultad_cursos,q16_estres_academico,q17_equilibrio_vida_estudio,q18_satisfaccion_carrera,q19_intencion_continuar,q20_recomendaria_facultad
8229,Ingeniería Eléctrica,5,Vespertina,No,86,2,3,5,4,4,3,4,2,3,4,5,3,4,3,3,4,2,4,4,4
8230,Ingeniería Eléctrica,6,Matutina,No,71,3,2,4,4,4,4,5,2,5,3,4,1,3,4,3,3,3,3,3,3
8231,Ingeniería Electrónica,6,Matutina,No,64,4,4,5,3,3,2,3,3,4,3,4,4,3,2,3,3,3,4,5,4
8232,Ingeniería de Sistemas,6,Matutina,No,72,4,3,3,4,3,2,3,4,2,3,3,4,3,4,4,3,3,4,3,3
8233,Ingeniería Electrónica,5,Nocturna,Sí,62,3,3,4,4,2,3,3,3,2,3,2,3,3,4,2,3,3,5,3,3
8234,Ingeniería de Sistemas,5,Matutina,No,70,3,3,2,2,3,3,4,3,5,4,2,3,2,2,2,2,3,4,3,3
8235,Ingeniería de Sistemas,7,Vespertina,Sí,76,3,5,4,3,4,3,3,4,3,2,2,3,5,3,4,5,2,4,3,3
8236,Ingeniería Eléctrica,5,Matutina,No,62,1,2,3,2,4,3,4,4,4,3,4,3,4,3,4,4,2,3,5,4
8237,Ingeniería Eléctrica,5,Vespertina,Sí,55,1,3,3,2,1,3,3,3,2,3,4,4,3,3,3,4,2,3,3,3
8238,Ingeniería Electrónica,6,Vespertina,Sí,64,3,3,4,2,3,2,4,3,5,2,4,5,4,4,3,3,2,3,4,3
8239,Ingeniería Electrónica,5,Nocturna,Sí,69,3,2,2,3,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3
8240,Ingeniería Eléctrica,6,Matutina,No,68,1,4,4,1,3,2,2,2,3,2,4,3,4,4,3,2,3,3,4,2
8241,Ingeniería Eléctrica,7,Matutina,Sí,65,5,2,3,3,3,3,5,4,4,3,4,4,4,5,3,5,3,2,3,3
8242,Ingeniería de Sistemas,5,Nocturna,Sí,82,3,5,4,4,2,4,3,3,1,2,4,3,3,3,2,4,4,3,3,3
8243,Ingeniería Eléctrica,6,Vespertina,No,77,3,2,4,2,3,3,4,3,3,2,3,4,2,2,4,2,4,3,4,3
8244,Ingeniería Electrónica,6,Matutina,Sí,96,5,5,4,4,5,2,3,2,2,3,3,3,3,3,3,5,3,4,2,3
8245,Ingeniería Electrónica,7,Matutina,No,74,3,3,3,3,3,3,3,2,2,4,4,3,3,3,4,3,3,5,3,4
8246,Ingeniería Eléctrica,6,Matutina,No,57,2,3,3,3,2,2,2,3,3,2,4,3,3,1,3,3,3,3,3,4
8247,Ingeniería de Sistemas,6,Matutina,No,88,4,3,3,3,3,3,3,2,2,3,3,2,3,4,3,4,2,4,4,2
8248,Ingeniería Eléctrica,5,Matutina,No,77,4,2,3,2,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,5
8249,Ingeniería de Sistemas,5,Matutina,No,66,4,3,3,2,2,4,2,3,5,2,4,5,4,2,4,2,3,4,3,3
8250,Ingeniería Eléctrica,6,Nocturna,Sí,61,2,3,2,1,3,2,2,3,4,3,3,4,2,4,2,4,3,3,4,5
8251,Ingeniería de Sistemas,7,Matutina,No,75,2,2,5,3,3,3,4,5,3,2,4,3,2,3,4,2,3,3,4,4
8252,Ingeniería Electrónica,6,Vespertina,No,78,2,2,2,3,4,2,3,4,3,2,3,3,4,3,3,3,2,2,5,3
8253,Ingeniería Electrónica,6,Vespertina,Sí,76,2,3,3,4,4,3,4,3,3,4,3,3,3,3,4,3,1,4,2,2
8254,Ingeniería de Sistemas,5,Vespertina,No,66,4,2,3,2,3,3,2,3,5,2,4,3,4,4,4,4,2,4,4,3
8255,Ingeniería Electrónica,6,Matutina,Sí,72,3,2,4,4,3,3,4,2,4,2,4,2,3,2,3,4,2,4,5,5
8256,Ingeniería Electrónica,7,Vespertina,No,71,3,4,3,2,4,3,4,2,4,2,3,2,4,2,3,4,4,3,4,5
8257,Ingeniería Eléctrica,6,Nocturna,Sí,85,2,3,4,4,4,3,3,3,3,1,3,3,4,4,4,3,4,3,4,3
8258,Ingeniería Eléctrica,5,Vespertina,No,60,2,3,3,3,2,3,3,4,2,3,3,5,2,5,4,5,4,3,4,3
8259,Ingeniería Eléctrica,7,Matutina,No,69,2,4,2,4,2,4,3,3,5,4,3,4,4,4,4,3,4,4,4,3
8260,Ingeniería de Sistemas,7,Matutina,Sí,80,4,2,4,3,2,4,4,4,2,2,5,4,3,3,3,4,1,2,5,3
8261,Ingeniería de Sistemas,7,Nocturna,Sí,62,2,2,2,4,2,4,4,2,2,2,5,3,2,4,4,4,1,3,2,5
8262,Ingeniería Electrónica,7,Nocturna,Sí,78,3,3,1,3,3,2,3,3,3,4,2,2,2,2,4,4,3,3,3,4
8263,Ingeniería Electrónica,5,Matutina,Sí,64,3,3,3,3,1,3,3,3,2,4,4,4,4,4,2,4,3,4,4,3
8264,Ingeniería Eléctrica,6,Matutina,No,83,3,2,3,4,3,4,4,4,4,3,4,3,2,3,4,2,4,2,3,3
8265,Ingeniería Electrónica,5,Matutina,No,73,3,3,2,4,4,3,3,4,3,3,5,3,3,4,3,3,2,4,5,3
8266,Ingeniería Eléctrica,6,Vespertina,No,74,3,2,5,2,3,4,5,3,3,4,3,3,4,2,5,2,3,4,5,3
8267,Ingeniería de Sistemas,7,Vespertina,No,83,2,3,4,4,3,4,2,3,4,4,4,4,2,4,3,4,3,4,4,2
8268,Ingeniería Eléctrica,7,Vespertina,Sí,71,4,3,2,3,1,2,3,3,4,3,2,3,3,5,5,4,1,3,5,2
8269,Ingeniería Eléctrica,7,Matutina,Sí,81,2,4,3,5,4,1,2,3,4,3,4,4,3,3,3,4,3,5,4,3
8270,Ingeniería de Sistemas,6,Vespertina,Sí,66,2,2,1,2,3,2,4,3,3,3,4,3,3,4,2,4,1,3,2,3
8271,Ingeniería de Sistemas,7,Matutina,No,77,3,3,3,3,4,3,5,4,3,3,3,5,4,4,2,3,2,5,4,3
8272,Ingeniería Eléctrica,6,Matutina,No,80,5,5,5,5,4,2,4,2,3,3,4,4,4,3,4,4,3,3,4,4
8273,Ingeniería de Sistemas,7,Nocturna,Sí,81,3,4,2,4,3,2,3,3,3,3,3,3,4,4,4,5,2,4,1,4
8274,Ingeniería Eléctrica,5,Matutina,No,79,3,3,4,2,4,2,4,3,3,3,2,4,4,5,4,2,4,3,4,4
8275,Ingeniería de Sistemas,6,Matutina,Sí,63,2,5,3,1,3,3,3,4,4,2,4,2,2,3,2,5,1,4,4,5
8276,Ingeniería Eléctrica,5,Nocturna,No,71,3,2,2,4,2,2,4,2,2,2,4,2,2,5,2,4,4,3,4,3
8277,Ingeniería Electrónica,7,Vespertina,Sí,85,4,3,2,3,4,3,4,4,3,3,3,3,2,3,3,4,3,4,5,4
8278,Ingeniería de Sistemas,7,Nocturna,No,83,4,4,4,3,3,4,2,3,4,2,4,5,3,3,3,4,3,4,3,4
8279,Ingeniería Electrónica,7,Matutina,No,73,2,2,3,2,2,4,4,2,3,3,5,4,3,2,5,3,4,5,3,3
8280,Ingeniería Eléctrica,7,Matutina,No,75,4,3,3,3,3,5,4,5,3,3,5,5,3,3,4,5,5,4,3,3
8281,Ingeniería Eléctrica,6,Nocturna,No,71,3,4,4,4,4,3,2,3,2,3,3,3,5,3,4,3,4,5,2,3
8282,Ingeniería de Sistemas,5,Matutina,Sí,87,4,4,3,4,4,2,3,2,4,3,4,4,2,4,3,4,4,3,3,4
8283,Ingeniería Electrónica,6,Matutina,No,71,4,4,4,2,3,3,2,2,3,3,5,4,5,2,4,4,4,3,3,4
8284,Ingeniería de Sistemas,7,Vespertina,No,61,4,2,3,3,3,3,3,2,3,5,4,4,3,2,3,4,4,2,5,3
8285,Ingeniería de Sistemas,6,Nocturna,Sí,71,3,4,4,3,4,3,3,3,2,2,2,4,5,4,2,3,3,3,2,3
8286,Ingeniería de Sistemas,6,Matutina,No,61,3,2,4,2,3,3,4,5,5,3,2,3,4,2,3,5,3,4,3,3
8287,Ingeniería Eléctrica,7,Matutina,No,57,3,2,3,3,3,5,3,2,3,4,3,3,3,4,4,4,3,2,1,4
8288,Ingeniería Eléctrica,5,Matutina,No,66,4,2,3,2,4,2,3,2,3,2,4,3,3,2,3,3,3,3,3,3
8289,Ingeniería Electrónica,7,Vespertina,Sí,72,3,3,4,4,5,2,5,1,3,2,5,5,3,3,4,3,2,2,3,3
8290,Ingeniería Electrónica,7,Matutina,Sí,75,3,2,4,2,2,4,4,3,2,3,5,4,5,1,4,3,3,4,3,3
8291,Ingeniería Electrónica,7,Nocturna,No,79,4,4,4,2,3,2,2,4,3,2,5,4,3,3,4,3,4,2,4,3
8292,Ingeniería de Sistemas,6,Matutina,Sí,79,2,4,3,3,3,3,2,2,5,3,5,3,2,3,4,3,2,5,4,2
8293,Ingeniería Electrónica,6,Matutina,No,66,2,3,2,3,3,4,4,3,3,4,3,3,3,4,3,5,4,3,4,3
8294,Ingeniería de Sistemas,5,Matutina,No,61,3,1,3,3,2,3,4,2,3,4,3,3,2,4,2,3,4,5,3,2
8295,Ingeniería de Sistemas,5,Matutina,No,68,1,1,4,3,1,3,3,3,2,2,4,4,3,4,3,2,2,4,3,4
8296,Ingeniería Electrónica,5,Vespertina,Sí,77,4,3,4,3,4,4,3,2,5,3,4,3,3,2,3,4,3,5,5,4
8297,Ingeniería de Sistemas,5,Vespertina,No,61,3,1,3,3,3,2,2,3,3,4,2,4,2,4,3,3,3,3,3,3
8298,Ingeniería Electrónica,6,Vespertina,Sí,79,3,2,4,3,2,4,3,3,4,1,4,3,5,3,5,4,3,5,4,4
8299,Ingeniería de Sistemas,6,Vespertina,No,81,3,4,4,3,3,4,3,3,4,4,2,3,3,2,3,4,3,4,5,2
8300,Ingeniería Electrónica,7,Matutina,No,72,5,1,4,3,4,4,1,4,1,3,5,5,1,4,5,1,3,4,5,2
8301,Ingeniería de Sistemas,5,Matutina,No,56,3,1,3,2,3,2,5,3,3,3,3,4,2,2,3,2,4,3,3,4
8302,Ingeniería Electrónica,5,Vespertina,No,76,4,4,3,4,2,3,4,3,4,3,4,4,3,3,4,4,3,3,2,2
8303,Ingeniería Electrónica,6,Nocturna,No,66,1,3,2,2,4,2,5,5,3,1,3,3,4,2,3,2,2,3,3,3
8304,Ingeniería Eléctrica,5,Matutina,No,71,3,3,3,2,2,2,3,2,4,3,2,5,4,4,5,2,2,3,4,4
8305,Ingeniería de Sistemas,6,Matutina,No,79,3,3,3,2,3,3,3,5,3,3,5,2,4,4,3,4,5,4,4,4
8306,Ingeniería Eléctrica,6,Matutina,No,76,4,3,2,4,4,2,4,4,3,3,5,2,3,2,5,2,4,4,2,3
8307,Ingeniería de Sistemas,7,Matutina,Sí,72,4,3,2,2,2,3,2,3,5,3,3,2,1,3,2,4,3,3,5,3
8308,Ingeniería de Sistemas,7,Vespertina,No,94,4,3,4,5,5,3,3,2,4,3,4,3,4,4,4,2,5,4,2,5
8309,Ingeniería Electrónica,5,Matutina,No,56,2,4,3,2,1,5,4,5,3,2,3,3,4,3,3,2,5,4,3,5
8310,Ingeniería Electrónica,5,Nocturna,Sí,82,5,4,5,3,3,3,3,2,2,3,4,4,3,4,3,3,2,3,4,4
8311,Ingeniería Eléctrica,6,Matutina,No,75,3,3,3,4,4,3,3,3,2,4,4,4,4,3,3,4,2,2,4,4
8312,Ingeniería Electrónica,5,Vespertina,No,62,1,2,3,2,3,2,4,3,2,1,3,5,4,3,3,2,5,3,3,2
8313,Ingeniería de Sistemas,5,Matutina,No,78,3,2,3,3,3,2,3,3,3,3,4,3,4,4,4,2,4,3,4,3
8314,Ingeniería Electrónica,6,Matutina,No,88,4,3,5,2,5,3,3,2,3,3,3,4,4,3,3,3,2,5,4,4
8315,Ingeniería Eléctrica,6,Nocturna,Sí,65,2,2,3,5,3,3,3,4,3,2,3,4,4,3,4,4,3,2,3,5
8316,Ingeniería Electrónica,7,Nocturna,Sí,80,3,4,5,3,5,3,4,2,3,3,4,4,4,3,4,4,3,3,3,2
8317,Ingeniería Eléctrica,7,Matutina,Sí,79,4,4,4,3,3,3,3,4,2,4,4,5,4,3,4,3,3,4,4,3
8318,Ingeniería de Sistemas,5,Matutina,No,78,4,2,3,4,4,3,4,3,4,3,4,4,4,3,3,5,4,4,4,4
8319,Ingeniería Electrónica,5,Matutina,Sí,70,4,3,2,2,3,4,3,2,3,1,4,2,2,4,4,4,1,5,4,4
8320,Ingeniería Eléctrica,5,Matutina,No,70,3,4,4,3,3,4,2,3,3,2,3,4,3,3,4,4,2,2,3,4
8321,Ingeniería Electrónica,6,Matutina,No,74,3,2,3,2,2,2,4,3,4,2,4,3,3,4,3,2,3,4,3,4
8322,Ingeniería Electrónica,5,Nocturna,No,68,3,3,3,5,3,4,2,3,2,4,3,3,2,3,5,3,4,3,4,4
8323,Ingeniería Eléctrica,5,Matutina,Sí,77,3,3,2,3,3,3,2,4,4,3,3,4,4,2,4,5,5,2,5,3
8324,Ingeniería Electrónica,6,Matutina,No,63,4,1,2,2,2,2,5,2,3,4,4,5,5,4,4,4,3,5,4,4
8325,Ingeniería de Sistemas,5,Matutina,No,97,3,5,4,3,5,2,2,3,3,4,4,4,4,3,5,2,5,5,4,4
8326,Ingeniería de Sistemas,6,Vespertina,Sí,67,3,3,2,2,4,3,3,5,3,2,3,5,4,3,3,4,3,2,3,2
8327,Ingeniería Electrónica,5,Vespertina,No,56,3,1,2,3,2,3,2,3,3,4,3,2,4,3,4,3,3,3,3,3
8328,Ingeniería de Sistemas,5,Matutina,No,66,4,3,4,3,3,2,5,2,3,3,2,4,3,3,3,2,4,4,4,4
8329,Ingeniería Electrónica,7,Matutina,No,72,3,3,4,4,3,3,3,2,4,4,3,4,3,4,3,4,2,4,3,3
8330,Ingeniería de Sistemas,6,Matutina,Sí,74,4,3,2,3,3,4,4,2,2,4,4,5,4,5,3,1,3,4,5,5
8331,Ingeniería Eléctrica,7,Vespertina,No,63,2,3,3,2,3,2,3,3,3,3,4,1,3,4,4,5,4,3,2,3
8332,Ingeniería Electrónica,5,Matutina,No,83,3,3,2,3,4,3,3,3,2,2,5,3,4,4,4,3,2,4,2,2
8333,Ingeniería Eléctrica,5,Vespertina,No,73,3,2,2,4,3,2,2,2,3,2,4,4,2,4,5,1,3,2,3,4
8334,Ingeniería Electrónica,6,Matutina,No,65,4,4,2,3,2,2,3,4,4,3,5,4,2,3,4,3,4,5,2,3
8335,Ingeniería de Sistemas,7,Matutina,No,69,4,3,3,4,4,3,3,3,4,3,5,3,2,5,5,4,2,4,4,3
8336,Ingeniería Electrónica,7,Vespertina,No,70,1,2,2,3,2,2,4,3,3,3,4,2,2,4,3,5,5,2,5,3
8337,Ingeniería Eléctrica,7,Matutina,No,78,3,2,5,4,2,1,2,2,1,3,4,3,5,4,2,2,4,3,3,4
8338,Ingeniería Electrónica,6,Matutina,No,64,2,2,2,2,2,3,2,2,2,3,4,4,3,2,5,3,2,4,4,3
8339,Ingeniería Electrónica,5,Matutina,No,88,4,4,5,5,4,3,2,4,3,2,2,4,4,2,3,1,4,4,3,3
8340,Ingeniería de Sistemas,7,Matutina,No,56,1,3,4,3,3,3,4,4,3,2,3,3,3,4,4,3,4,4,4,4
8341,Ingeniería de Sistemas,5,Matutina,No,77,4,3,1,3,3,1,3,4,2,2,3,3,4,3,3,3,3,4,3,5
8342,Ingeniería Electrónica,6,Matutina,Sí,65,2,4,2,2,4,3,2,2,2,1,3,4,2,3,3,3,2,4,3,4
8343,Ingeniería Electrónica,7,Matutina,No,69,4,2,2,5,4,5,3,3,4,4,4,3,3,3,4,4,5,3,3,3
8344,Ingeniería Electrónica,5,Nocturna,Sí,63,3,3,3,4,2,1,3,3,3,4,3,2,3,4,3,4,3,3,4,2
8345,Ingeniería de Sistemas,7,Matutina,No,70,3,2,2,4,4,3,3,2,3,2,3,4,5,3,2,3,4,4,4,3
8346,Ingeniería Electrónica,7,Vespertina,Sí,67,2,2,4,4,2,2,3,4,5,3,4,4,4,4,3,3,2,3,3,2
8347,Ingeniería Electrónica,6,Nocturna,No,65,1,3,1,4,4,4,2,1,4,2,3,5,4,2,1,2,4,2,5,3
8348,Ingeniería Eléctrica,7,Matutina,No,64,3,2,3,1,2,3,5,4,2,2,4,3,4,4,3,4,3,4,4,5
8349,Ingeniería Electrónica,5,Matutina,No,62,3,3,1,1,3,5,3,4,4,4,2,4,4,2,4,3,5,4,5,4
8350,Ingeniería Eléctrica,7,Matutina,No,62,3,1,4,1,4,1,4,3,3,2,3,2,3,3,3,3,3,1,4,4
8351,Ingeniería de Sistemas,7,Nocturna,Sí,82,5,3,3,4,3,3,2,4,4,3,3,3,3,5,3,3,4,2,3,3
8352,Ingeniería Electrónica,5,Matutina,Sí,68,3,3,4,3,3,3,5,4,2,2,5,4,2,3,4,3,4,5,3,2
8353,Ingeniería de Sistemas,6,Nocturna,Sí,55,3,3,2,3,3,4,3,2,3,2,3,3,2,3,3,3,2,3,2,3
8354,Ingeniería de Sistemas,7,Nocturna,Sí,77,4,4,3,3,3,3,4,2,2,2,4,3,2,2,5,5,3,4,3,2
8355,Ingeniería de Sistemas,7,Vespertina,Sí,98,5,4,4,5,5,3,3,5,4,4,4,2,5,4,3,4,3,3,3,4
8356,Ingeniería Eléctrica,5,Matutina,No,81,3,1,2,3,4,5,4,2,4,4,4,2,3,4,4,1,3,4,3,4
8357,Ingeniería de Sistemas,6,Matutina,No,72,2,1,3,3,4,2,2,5,3,4,4,3,3,5,4,3,3,3,2,4
8358,Ingeniería de Sistemas,6,Matutina,No,72,3,3,4,5,3,3,3,2,3,4,3,4,3,3,5,4,3,5,3,3
8359,Ingeniería Electrónica,6,Matutina,No,74,4,2,2,4,3,3,4,2,3,4,4,5,4,4,3,3,2,5,4,3
8360,Ingeniería Electrónica,6,Vespertina,Sí,62,3,1,3,3,4,3,3,3,2,2,5,2,3,4,3,5,4,3,4,4
8361,Ingeniería Electrónica,6,Matutina,No,64,2,3,2,4,3,3,3,2,2,3,3,3,3,3,2,3,3,5,4,4
8362,Ingeniería Electrónica,5,Nocturna,No,80,5,3,4,2,3,4,4,3,4,4,3,2,2,3,3,3,3,2,2,4
8363,Ingeniería Eléctrica,5,Nocturna,Sí,61,2,1,2,3,1,2,3,3,2,3,4,5,4,3,3,3,3,3,4,4
8364,Ingeniería de Sistemas,5,Vespertina,No,70,3,2,3,3,4,1,3,3,3,2,4,4,3,4,4,2,4,3,3,2
8365,Ingeniería Electrónica,5,Matutina,No,67,2,3,2,3,3,5,4,4,3,4,3,3,2,3,4,2,1,4,4,5
8366,Ingeniería de Sistemas,6,Nocturna,Sí,86,4,3,5,5,4,2,2,3,3,2,5,3,2,4,3,3,4,4,3,4
8367,Ingeniería de Sistemas,6,Matutina,No,78,3,5,4,3,5,3,2,3,4,3,3,5,3,3,3,5,5,4,3,4
8368,Ingeniería Eléctrica,5,Matutina,No,59,2,1,1,3,4,2,2,2,5,5,3,5,3,4,1,2,3,3,4,2
8369,Ingeniería Electrónica,6,Vespertina,Sí,82,4,3,4,2,3,4,3,3,5,3,3,4,4,1,3,5,2,5,2,2
8370,Ingeniería de Sistemas,6,Matutina,No,76,2,3,2,5,3,5,3,3,4,2,2,3,4,4,3,3,2,5,3,4
8371,Ingeniería de Sistemas,6,Matutina,Sí,62,3,1,3,2,2,3,3,4,2,4,3,3,3,3,3,3,3,2,3,3
8372,Ingeniería Electrónica,7,Matutina,Sí,85,3,4,2,4,5,3,3,3,2,5,2,3,3,2,5,4,2,4,4,3
8373,Ingeniería Electrónica,6,Matutina,No,72,3,3,2,3,2,2,4,4,4,4,3,4,2,3,4,1,4,3,4,4
8374,Ingeniería de Sistemas,7,Nocturna,No,72,4,3,3,3,4,2,4,2,4,3,5,4,3,3,3,4,3,3,5,4
8375,Ingeniería Eléctrica,5,Matutina,No,71,1,4,2,4,3,4,3,4,4,3,2,4,3,3,3,2,4,3,3,3
8376,Ingeniería Electrónica,6,Matutina,No,69,4,1,1,3,3,2,3,2,3,4,3,4,1,5,3,4,4,3,5,5
8377,Ingeniería Electrónica,5,Vespertina,No,68,3,2,3,2,3,2,3,4,3,3,4,5,4,2,4,3,3,2,4,3
8378,Ingeniería Electrónica,7,Matutina,No,88,4,5,4,5,5,5,3,3,3,3,2,4,4,2,2,4,4,4,5,4
8379,Ingeniería Electrónica,7,Vespertina,No,74,3,4,3,3,3,3,4,4,4,3,4,4,2,4,3,4,5,4,3,5
8380,Ingeniería de Sistemas,7,Nocturna,Sí,82,2,3,3,4,3,2,2,2,2,4,3,3,3,4,4,5,2,1,2,4
8381,Ingeniería de Sistemas,7,Matutina,No,78,2,3,3,3,4,5,4,4,4,3,4,1,3,3,4,2,3,3,3,2
8382,Ingeniería de Sistemas,5,Vespertina,No,83,3,2,3,3,4,1,3,3,3,1,3,3,4,2,3,2,4,3,4,1
8383,Ingeniería Eléctrica,5,Matutina,No,75,2,2,3,2,4,3,3,3,3,2,3,4,4,4,3,3,4,4,3,4
8384,Ingeniería Eléctrica,6,Nocturna,Sí,81,4,5,4,3,4,3,4,4,5,4,4,3,3,4,4,3,3,4,3,2
8385,Ingeniería Electrónica,6,Nocturna,Sí,71,4,3,2,2,3,2,3,4,4,2,3,3,4,3,2,4,2,4,3,4
8386,Ingeniería de Sistemas,7,Matutina,Sí,75,4,2,4,3,4,2,4,3,4,2,4,4,3,3,2,4,3,4,2,3
8387,Ingeniería Electrónica,6,Matutina,No,74,3,2,3,3,4,3,5,2,5,5,3,4,4,4,5,3,1,3,2,4
8388,Ingeniería de Sistemas,5,Matutina,No,65,2,2,3,1,4,3,4,5,3,3,2,5,2,4,3,3,3,4,4,5
8389,Ingeniería Eléctrica,5,Vespertina,No,74,5,4,3,3,3,3,3,3,2,2,3,5,2,5,2,3,4,4,3,4
8390,Ingeniería Eléctrica,6,Vespertina,No,82,3,3,5,4,3,2,2,5,3,3,3,2,3,3,5,4,2,5,3,3
8391,Ingeniería Eléctrica,6,Matutina,No,71,3,3,4,4,3,3,3,2,4,3,2,3,5,4,4,3,4,4,3,3
8392,Ingeniería de Sistemas,7,Vespertina,Sí,77,4,2,3,3,3,2,4,3,4,3,3,2,4,2,4,5,1,3,3,3
8393,Ingeniería de Sistemas,7,Vespertina,No,93,4,3,5,3,5,3,4,2,3,3,3,3,4,3,5,4,5,5,5,4
8394,Ingeniería de Sistemas,5,Nocturna,No,73,4,3,3,3,2,4,4,2,1,3,3,4,2,4,2,4,5,3,3,3
8395,Ingeniería de Sistemas,5,Matutina,No,81,2,2,3,5,3,4,3,4,3,5,5,3,4,4,3,4,4,4,3,2
8396,Ingeniería Eléctrica,6,Matutina,No,95,4,5,5,4,4,3,4,3,2,3,4,3,4,5,3,3,5,5,5,3
8397,Ingeniería de Sistemas,5,Matutina,Sí,77,3,1,5,3,3,3,4,2,3,5,3,3,2,2,2,4,4,3,4,4
8398,Ingeniería Electrónica,5,Matutina,No,73,4,2,4,3,2,3,4,4,3,2,3,3,4,4,2,4,4,4,3,5
8399,Ingeniería de Sistemas,6,Matutina,No,94,5,3,5,5,3,2,5,3,5,3,3,3,4,3,5,2,2,3,4,4
8400,Ingeniería Eléctrica,7,Vespertina,No,71,3,2,4,4,2,2,4,1,3,2,5,2,3,4,5,4,4,4,4,3
8401,Ingeniería Eléctrica,6,Matutina,No,78,3,3,2,3,4,4,3,3,1,3,3,3,3,3,3,3,2,2,3,3
8402,Ingeniería Electrónica,7,Matutina,No,81,2,3,4,5,5,3,3,2,5,1,4,3,2,3,2,3,5,2,2,3
8403,Ingeniería de Sistemas,6,Matutina,No,68,2,1,4,3,1,4,4,2,3,2,3,3,2,2,3,3,2,3,4,3
8404,Ingeniería Eléctrica,5,Matutina,No,67,4,4,2,3,2,3,2,3,4,4,3,4,3,4,4,3,4,4,2,4
8405,Ingeniería Electrónica,5,Matutina,No,88,3,3,2,4,4,3,3,3,3,3,4,3,3,4,3,2,4,4,3,4
8406,Ingeniería Electrónica,5,Matutina,No,71,2,3,4,2,4,3,2,3,2,3,3,3,3,3,3,3,3,5,4,3
8407,Ingeniería Electrónica,7,Matutina,No,70,3,3,4,2,3,2,5,2,2,2,4,4,3,4,3,4,3,3,4,4
8408,Ingeniería Electrónica,6,Nocturna,No,64,2,3,3,3,3,3,4,5,3,2,4,3,4,2,3,5,3,4,5,3
8409,Ingeniería Electrónica,6,Matutina,Sí,70,2,3,2,4,5,4,4,3,3,4,2,4,4,5,3,3,4,3,3,4
8410,Ingeniería Electrónica,6,Matutina,No,90,5,4,4,3,5,3,3,4,3,2,3,3,4,3,4,4,3,5,4,2
8411,Ingeniería de Sistemas,6,Matutina,Sí,77,2,2,5,3,2,4,3,2,4,4,4,4,3,5,5,3,4,2,4,5
8412,Ingeniería de Sistemas,6,Matutina,Sí,59,3,2,2,3,2,4,4,2,2,4,3,4,2,4,1,2,3,3,2,3
8413,Ingeniería de Sistemas,6,Nocturna,Sí,57,3,4,3,3,2,2,4,3,4,3,4,4,3,3,3,3,3,4,3,3
8414,Ingeniería Eléctrica,7,Nocturna,Sí,62,3,3,4,2,3,1,2,1,3,2,3,3,4,4,5,3,3,2,4,4
8415,Ingeniería de Sistemas,5,Matutina,No,72,3,2,3,3,3,4,3,3,4,5,4,3,3,3,2,2,4,4,4,3
8416,Ingeniería de Sistemas,6,Nocturna,Sí,62,2,2,3,1,4,3,3,3,1,3,5,2,4,3,3,5,3,3,2,3
8417,Ingeniería de Sistemas,7,Nocturna,Sí,81,3,3,2,3,3,3,5,3,3,4,4,5,3,3,4,4,2,5,5,2
8418,Ingeniería de Sistemas,6,Nocturna,No,61,3,3,2,3,4,4,3,2,3,2,2,4,4,3,4,4,3,2,3,4
8419,Ingeniería Eléctrica,6,Matutina,Sí,75,3,3,2,4,3,3,4,3,3,1,4,4,3,2,4,5,2,3,3,4
8420,Ingeniería de Sistemas,5,Matutina,No,90,5,2,3,4,3,3,3,3,1,3,4,4,2,2,4,4,2,5,2,5
8421,Ingeniería de Sistemas,5,Vespertina,No,75,3,3,4,3,3,4,4,1,2,4,3,3,2,2,4,2,3,2,3,2
8422,Ingeniería Electrónica,5,Matutina,No,73,3,2,2,3,3,2,2,2,3,4,4,5,4,5,2,3,5,3,4,3
8423,Ingeniería de Sistemas,5,Vespertina,Sí,77,3,2,3,3,4,4,4,1,3,4,4,3,4,5,2,4,3,3,4,4
8424,Ingeniería de Sistemas,5,Nocturna,Sí,80,4,3,3,4,3,2,2,2,3,3,3,4,3,1,4,2,2,4,4,4
8425,Ingeniería Eléctrica,6,Matutina,No,85,3,4,5,5,5,3,2,3,3,3,2,4,4,3,4,2,4,3,3,4
8426,Ingeniería Eléctrica,7,Vespertina,No,62,1,3,5,3,4,2,3,4,5,4,4,3,3,3,4,5,4,3,3,3
8427,Ingeniería de Sistemas,7,Nocturna,Sí,79,3,3,1,3,4,3,2,4,3,4,4,3,3,4,3,5,2,3,2,2
8428,Ingeniería de Sistemas,5,Matutina,No,86,4,4,3,3,5,4,4,3,3,3,3,5,3,4,4,3,4,3,5,4
8429,Ingeniería Electrónica,7,Matutina,No,86,5,4,4,5,2,3,4,2,4,3,2,3,4,4,5,4,3,4,3,2
8430,Ingeniería de Sistemas,5,Vespertina,Sí,60,2,2,4,2,2,2,3,2,2,3,3,4,3,4,3,2,3,3,4,3
